draw_date,draw_number,numbers,bonus_number
2021/11/30,1157,"[2,6,7,13,30]",17
2021/12/7,1158,"[1,14,23,25,26]",29
2021/12/14,1159,"[11,12,14,18,31]",6
2021/12/21,1160,"[7,19,22,24,31]",21
2021/12/28,1161,"[3,9,13,17,24]",29
2022/1/4,1162,"[2,21,23,24,29]",11
2022/1/11,1163,"[2,9,11,22,29]",3
2022/1/18,1164,"[4,9,19,26,31]",25
2022/1/25,1165,"[5,13,16,27,31]",24
2022/2/1,1166,"[6,11,14,17,25]",24
2022/2/8,1167,"[2,14,21,27,30]",23
2022/2/15,1168,"[5,13,14,24,31]",2
2022/2/22,1169,"[1,7,9,21,27]",13
2022/3/1,1170,"[2,16,18,20,28]",29
2022/3/8,1171,"[1,3,6,16,23]",31
2022/3/15,1172,"[11,24,26,28,29]",22
2022/3/22,1173,"[3,4,13,16,27]",9
2022/3/29,1174,"[5,6,21,29,30]",27
2022/4/5,1175,"[1,7,15,16,29]",2
2022/4/12,1176,"[1,12,20,27,29]",17
2022/4/19,1177,"[3,10,16,21,30]",7
2022/4/26,1178,"[1,5,9,13,22]",31
2022/5/3,1179,"[18,19,20,25,30]",27
2022/5/10,1180,"[13,15,16,26,29]",27
2022/5/17,1181,"[2,9,13,16,22]",15
2022/5/24,1182,"[7,10,20,22,28]",21
2022/5/31,1183,"[3,7,9,14,15]",23
2022/6/7,1184,"[5,8,12,19,27]",15
2022/6/14,1185,"[1,14,16,17,22]",4
2022/6/21,1186,"[9,13,15,24,28]",17
2022/6/28,1187,"[3,5,6,11,23]",16
2022/7/5,1188,"[2,25,26,29,31]",6
2022/7/12,1189,"[6,7,16,17,22]",9
2022/7/19,1190,"[3,20,23,24,28]",29
2022/7/26,1191,"[11,16,20,25,26]",7
2022/8/2,1192,"[4,10,11,22,31]",28
2022/8/9,1193,"[1,4,8,11,20]",15
2022/8/16,1194,"[3,5,7,18,20]",30
2022/8/23,1195,"[3,10,11,13,14]",4
2022/8/30,1196,"[1,5,17,19,23]",26
2022/9/6,1197,"[7,9,17,26,27]",24
2022/9/13,1198,"[10,11,17,30,31]",1
2022/9/20,1199,"[6,13,19,23,28]",10
2022/9/27,1200,"[2,16,18,22,24]",4
2022/10/4,1201,"[1,2,16,23,30]",8
2022/10/11,1202,"[4,5,15,27,30]",12
2022/10/18,1203,"[4,7,8,12,19]",23
2022/10/25,1204,"[5,10,12,18,20]",4
2022/11/1,1205,"[11,12,16,24,28]",20
2022/11/8,1206,"[7,9,12,14,30]",19
2022/11/15,1207,"[2,8,14,25,28]",7
2022/11/22,1208,"[5,10,15,16,27]",26
2022/11/29,1209,"[12,14,17,27,28]",29
2022/12/6,1210,"[14,26,27,30,31]",10
2022/12/13,1211,"[4,8,16,25,26]",12
2022/12/20,1212,"[14,19,23,30,31]",26
2022/12/27,1213,"[17,21,23,25,26]",6
2023/1/10,1214,"[5,9,10,19,26]",2
2023/1/17,1215,"[1,2,3,5,20]",6
2023/1/24,1216,"[10,12,18,25,28]",13
2023/1/31,1217,"[8,10,14,20,25]",30
2023/2/7,1218,"[1,3,4,7,11]",16
2023/2/14,1219,"[9,10,13,21,29]",11
2023/2/21,1220,"[2,5,11,12,30]",16
2023/2/28,1221,"[4,11,13,21,26]",19
2023/3/7,1222,"[4,18,23,26,28]",7
2023/3/14,1223,"[1,11,21,26,31]",25
2023/3/21,1224,"[1,5,8,11,22]",14
2023/3/28,1225,"[1,7,15,29,31]",19
2023/4/4,1226,"[2,5,13,18,21]",4
2023/4/11,1227,"[1,5,11,20,26]",14
2023/4/18,1228,"[1,4,18,19,26]",22
2023/4/25,1229,"[1,5,7,12,27]",26
2023/5/2,1230,"[4,18,21,22,23]",28
2023/5/9,1231,"[1,14,20,21,31]",5
2023/5/16,1232,"[4,5,17,27,29]",6
2023/5/23,1233,"[3,8,17,19,23]",22
2023/5/30,1234,"[4,14,15,27,28]",22
2023/6/6,1235,"[8,12,17,22,28]",5
2023/6/13,1236,"[1,18,19,30,31]",29
2023/6/20,1237,"[2,9,10,25,31]",18
2023/6/27,1238,"[13,16,19,21,25]",29
2023/7/4,1239,"[7,9,11,18,30]",1
2023/7/11,1240,"[13,15,20,27,30]",6
2023/7/18,1241,"[1,2,3,7,27]",11
2023/7/25,1242,"[5,7,18,19,27]",29
2023/8/1,1243,"[2,4,13,15,20]",24
2023/8/8,1244,"[2,6,9,11,19]",22
2023/8/15,1245,"[10,11,16,29,30]",19
2023/8/22,1246,"[16,17,20,21,28]",18
2023/8/29,1247,"[9,15,23,26,30]",19
2023/9/5,1248,"[2,4,5,14,25]",24
2023/9/12,1249,"[7,9,11,14,21]",27
2023/9/19,1250,"[2,12,13,19,23]",27
2023/9/26,1251,"[3,4,5,30,31]",17
2023/10/3,1252,"[1,4,11,25,30]",10
2023/10/10,1253,"[1,11,17,19,25]",28
2023/10/17,1254,"[1,5,12,17,28]",14
2023/10/24,1255,"[2,3,4,17,23]",12
2023/10/31,1256,"[7,8,14,19,21]",23
2023/11/7,1257,"[8,13,19,22,24]",21
2023/11/14,1258,"[3,6,12,19,30]",13
2023/11/21,1259,"[1,13,17,18,22]",25
2023/11/28,1260,"[2,4,14,21,29]",12
2023/12/5,1261,"[19,21,25,29,31]",7
2023/12/12,1262,"[11,16,18,19,29]",31
2023/12/19,1263,"[1,2,15,25,28]",5
2023/12/26,1264,"[2,7,10,22,27]",24
2024/1/9,1265,"[8,9,11,15,31]",17
2024/1/16,1266,"[1,16,22,23,31]",18
2024/1/23,1267,"[13,15,18,20,29]",17
2024/1/30,1268,"[9,11,14,22,29]",31
2024/2/6,1269,"[5,10,16,20,21]",14
2024/2/13,1270,"[2,7,16,19,26]",20
2024/2/20,1271,"[16,17,19,22,23]",24
2024/2/27,1272,"[3,7,14,21,30]",13
2024/3/5,1273,"[7,18,20,22,23]",5
2024/3/12,1274,"[1,7,8,10,14]",18
2024/3/19,1275,"[6,11,12,13,14]",5
2024/3/26,1276,"[4,9,13,16,31]",27
2024/4/2,1277,"[2,13,18,22,28]",30
2024/4/9,1278,"[3,10,19,21,31]",29
2024/4/16,1279,"[1,14,18,22,28]",26
2024/4/23,1280,"[7,9,14,17,20]",13
2024/4/30,1281,"[4,10,15,18,24]",5
2024/5/7,1282,"[2,22,23,30,31]",29
2024/5/14,1283,"[1,11,25,29,31]",3
2024/5/21,1284,"[4,11,23,28,31]",22
2024/5/28,1285,"[4,5,18,23,25]",11
2024/6/4,1286,"[9,10,12,13,30]",25
2024/6/11,1287,"[10,12,23,26,30]",22
2024/6/18,1288,"[4,12,14,16,22]",8
2024/6/25,1289,"[17,18,21,27,30]",3
2024/7/2,1290,"[21,26,27,29,31]",7
2024/7/9,1291,"[1,2,8,11,29]",19
2024/7/16,1292,"[6,11,21,23,25]",27
2024/7/23,1293,"[6,8,10,20,28]",15
2024/7/30,1294,"[8,21,22,27,29]",1
2024/8/6,1295,"[4,11,12,21,26]",28
2024/8/13,1296,"[9,13,18,19,21]",6
2024/8/20,1297,"[1,12,17,21,28]",31
2024/8/27,1298,"[2,4,12,13,17]",29
2024/9/3,1299,"[3,4,9,11,18]",7
2024/9/10,1300,"[1,4,16,27,31]",15
2024/9/17,1301,"[13,15,25,26,27]",17
2024/9/24,1302,"[6,11,12,17,24]",4
2024/10/1,1303,"[7,14,17,30,31]",22
2024/10/8,1304,"[3,4,6,20,31]",2
2024/10/15,1305,"[7,12,14,29,30]",4
2024/10/22,1306,"[5,7,27,28,29]",16
2024/10/29,1307,"[11,13,16,18,20]",19
2024/11/5,1308,"[3,8,12,16,22]",29
2024/11/12,1309,"[6,12,25,27,29]",22
2024/11/19,1310,"[13,14,19,24,28]",3
2024/11/26,1311,"[3,11,27,28,31]",26
2024/12/3,1312,"[10,12,13,21,31]",23
2024/12/10,1313,"[2,5,9,22,31]",15
2024/12/17,1314,"[18,20,21,23,30]",25
2024/12/24,1315,"[6,15,22,29,30]",13
2025/1/7,1316,"[4,7,10,11,17]",23
2025/1/14,1317,"[7,22,26,30,31]",11
2025/1/21,1318,"[5,7,15,24,29]",12
2025/1/28,1319,"[4,6,16,26,29]",31
2025/2/4,1320,"[2,3,7,25,28]",4
2025/2/11,1321,"[1,5,6,24,25]",11
2025/2/18,1322,"[5,16,18,22,28]",6
2025/2/25,1323,"[4,9,18,24,25]",15
2025/3/4,1324,"[5,6,14,20,27]",1
2025/3/11,1325,"[10,15,22,23,25]",13
2025/3/18,1326,"[4,9,15,19,26]",3
2025/3/25,1327,"[4,9,26,27,29]",16
2025/4/1,1328,"[1,12,15,27,31]",18
2025/4/8,1329,"[5,6,8,21,30]",23
2025/4/15,1330,"[1,13,24,25,31]",11
2025/4/22,1331,"[9,11,13,27,28]",16
2025/4/29,1332,"[12,16,17,20,25]",28
2025/5/6,1333,"[7,11,18,25,26]",6
2025/5/13,1334,"[3,8,21,27,29]",16
2025/5/20,1335,"[12,17,18,22,31]",30
2025/5/27,1336,"[3,20,21,24,25]",26
2025/6/3,1337,"[3,11,17,20,22]",14
2025/6/10,1338,"[13,18,21,28,31]",11
2025/6/17,1339,"[6,14,21,23,31]",22
2025/6/24,1340,"[8,19,22,24,27]",25
2025/7/1,1341,"[5,12,16,24,28]",31
2025/7/8,1342,"[1,9,13,19,23]",11
2025/7/15,1343,"[4,13,22,29,30]",9
2025/7/22,1344,"[2,5,21,24,28]",12
2025/7/29,1345,"[3,11,14,30,31]",28
2025/8/5,1346,"[5,16,20,23,30]",2
2025/8/12,1347,"[4,16,18,27,31]",24
2025/8/19,1348,"[4,16,20,26,28]",29
2025/8/26,1349,"[2,3,15,28,29]",20
2025/9/2,1350,"[2,3,11,22,28]",15
2025/9/9,1351,"[4,9,10,19,29]",6
2025/9/16,1352,"[5,8,10,11,29]",27
2025/9/23,1353,"[6,11,13,14,18]",5
2025/9/30,1354,"[11,13,15,16,26]",2
2025/10/7,1355,"[3,6,10,23,27]",15
2025/10/14,1356,"[6,7,20,22,24]",5
2025/10/21,1357,"[7,9,21,25,28]",15
2025/10/28,1358,"[1,6,22,27,29]",28
2025/11/4,1359,"[1,3,15,16,20]",13
2025/11/11,1360,"[4,18,20,24,29]",31
2025/11/18,1361,"[20,25,26,27,30]",13
2025/11/25,1362,"[6,12,13,17,26]",18
2025/12/2,1363,"[6,12,16,19,31]",25
